Address,Latitude,Longitude,MapAddress,Name,Total Employees
"shop # 1,alnoor plaza markaz I-9 Islamabad ",33.6579614,73.05861709999999,"Al-Noor Plaza, Warsak Rd, I-9 Markaz, I-9, I 9 Markaz I-9, Islamabad, Islamabad Capital Territory 44000, Pakistan",wahab autos ,2
"SHOP # 4 , i-9 Islamabad ",33.6547167,73.0552854,"I-9, Islamabad, Islamabad Capital Territory, Pakistan",MIT AUTOS ,2
SHOP # 2 ALNOOR PLAZA MARKAZ i9 Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",KARAM AUTOS ,2
"SHOP # 5. BLOCK # 20, i&T CENTER g-7 ISLAMABAD ",33.6839995,73.04105410000001,"Street 55, G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",DECO AUTO STORE ,2
RANA MARKET F-7/2 Islamabad ,33.7233105,73.0508582,"F-7/2 F 7/2 F-7, Islamabad, Islamabad Capital Territory, Pakistan",SEDDIQUE SWEETS SHOP ,4
G-7/1 Islamabad chenab market ,33.6984058,73.0695952,"Street 28, G-7/1 G 7/1 G-7, Islamabad, Islamabad Capital Territory, Pakistan",baig autos mobile engineering company ,2
"shop # 1-2 , plot # 5, I&T center Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",gulbaz workshop ,4
shop # . 4 block 12-B jinnah super F-7 Islamabad ,33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",trahpse ,2
CIVIC CENTER Islamabad ,33.5508901,73.12389619999999,"Civic Center Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",MELODY CENTER ,
KHADDA MARKET MARKAZ G-7 Islamabad ,33.70367239999999,73.0722318,"Khadda Market, Rehman Baba Rd, G-7 Markaz, G-7, G 7 Markaz G-7, Islamabad, Islamabad Capital Territory 44000, Pakistan",AUTOS ENGG,
munir &  Rid manssion blue area Islamabad ,33.710718,73.059466,"111 ابوالکلام مولانا فضل الحق روڈ، Islamabad, 44000, Pakistan",citi motors ,
blue area Islamabad ,33.71195,73.06094999999999,"Masco Plaza, 64-East Jinnah Ave, Block H, Blue Area, Islamabad, ICT, Pakistan",Green Star Resturant ,
melody market ,33.71695589999999,73.0843836,"Civic Centre, Municipal Rd, Melody Market, G-6, G 6 Markaz G-6, Islamabad, Islamabad Capital Territory 44000, Pakistan",islamabad stationery ,
shop # A-1 I-8 markaz niazi plaza Islamabad ,33.6667036,73.0738695,"Plaza 2000, Tipu Sultan Rd S, I-8 Markaz, I-8, Islamabad, ICT, Pakistan","alnasir overlock, coj& tailoring ",2
shop # 5-A niazi plaza I-8 markaz Islamabad ,33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",bismillah tailors ,1
shop # 5-A basement  niazi plaza I-8 markaz Islamabad ,33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",tailoring shop in time ,1
shop # A-2 basement niazi plaza I-8 markaz Islamabad ,33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",ghuosia tailors ,1
4-A basement niazi plaza I-8 markaz Islamabad ,33.6676974,73.0752068,"I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory, Pakistan",ahemd tailors ,2
flat chennab market 4.7.1,31.2609158,74.1852297,Chenab River,hamid ,1
shop # 3.4 class iii shoping center F-10/1 Islamabad ,33.6836699,72.9899997,"13-A Major Rd, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory, Pakistan",new asia sanitery store ,1
11. G-8 markaz Islamabad ,33.6957648,73.0506309,"Al-Azam Plaza, Shop 1, G-8 Markaz, G-8, G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",waqar autos ,2
G-7/4 aabdi market Islamabad ,33.7053349,73.07742019999999,"G-7/4 G 7/4 G-7, Islamabad, Islamabad Capital Territory, Pakistan",tahir tailors ,1
"khusheed market, F-10/1 Islamabad ",33.6866105,73.0060748,"Khursheed Market, Street 30, Sector F-10/1، F 10/1 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",pakistan sanatory store ,1
"khusheed market, F-10/1 Islamabad ",33.6866105,73.0060748,"Khursheed Market, Street 30, Sector F-10/1، F 10/1 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",pakistan sanatory store ,
jan market F-7/4 Islamabad ,33.7199593,73.0656152,"F-7/4 F 7/4 F-7, Islamabad, Islamabad Capital Territory, Pakistan",baig resturant ,
"khursheed market, F-10/1 Islamabad ",33.7146349,73.03348439999999,"Block 5, St 21, Madina Market F-8/2, F-8, ICT، F 8/2 F-8, Islamabad, Islamabad Capital Territory, Pakistan",bismillah nan center ,
G-10 markaz Islamabad ,33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",shakaib dish antina ,5
G-10 markaz Islamabad ,33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",alwaris steel works ,5
zulfi plaza G-8 markaz Islamabad ,33.6957648,73.0506309,"Al-Azam Plaza, Shop 1, G-8 Markaz, G-8, G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",mughal autos ,2
8-B main civic center G-6 Islamabad ,33.7170732,73.0852129,"Main Civic Centre, G-6 Markaz G 6 Markaz G-6, Islamabad, Islamabad Capital Territory, Pakistan",M/S Sherazi Trading Co pvt ltd ,
"H.# 775, st, # 104, I-10",30.52803369999999,-99.85241490000001,"I-10, United States",M/S. khokar enterprises ,4
tariq market F-10/2 Islamabad ,33.6913057,72.99893,"Street 14, F 10/2 F-10, Islamabad, Islamabad Capital Territory, Pakistan",madina resturant ,
main bazar bara kahu ,32.65068670000001,51.6725196,"Isfahan, Amadegah St, Iran",abassi hotel & resturant ,3
golden plaza blue area Islamabad ,33.71,73.05731,"Golden Plaza, Jinnah Ave, Block I, Blue Area, Islamabad, ICT, Pakistan",kitchen care ,5
iftikhar plaza fazal e haq road Islamabad ,33.7236605,73.0835068,"Block B G 6/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",T.R Interprises ,4
zakia plaza fazal e haq road Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",hashmi traders ,1
G Block super market F-6 Islamabad ,33.7321194,73.075976,"Street 13, F-6, Islamabad, Islamabad Capital Territory, Pakistan",humty dumty ,3
4/25 west plaza fazal e haq road Islamabad ,33.7185255,73.07457579999999,"Fazal Plaza, Plot 50, AKM Fazal-ul-Haq Rd, Block E, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",N.H  Traders ,1
"al khudija plaza G-10, markaz Islamabad ",33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Al. Noor super store ,1
shop # 5.B Jinnah super market Islamabad ,33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Arosha cloth house ,4
block # 135 sho 7.8 jinnah super market ,33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Generation Botique ,2
625 aabpara market islamabad ,33.707011,73.0877455,"699 Khayaban-e-Suhrwardy, Barakahu G 6/1 G-6, Islamabad, Islamabad Capital Territory, Pakistan",abdul karim &sons ,2
27 fazal haq road blue area Islamabad ,33.7185255,73.07457579999999,"Fazal Plaza, Plot 50, AKM Fazal-ul-Haq Rd, Block E, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Adnan & adnan computer media ,2
G-10 /4 Islamabad ,33.6784462,73.0213414,"G-10/4 G-10, Islamabad, Islamabad Capital Territory, Pakistan",gujrat café ,
union plaza fazal haq Rd blue area Islamabad ,33.7185255,73.07457579999999,"Fazal Plaza, Plot 50, AKM Fazal-ul-Haq Rd, Block E, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",khurram cafey ,4
2.ATS Center blue area Islamabad ,33.720848,73.0779735,"Block D G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Al yousaf computer service,
"4. ali plaza 27. east F-6, G-6 Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Printo Graphic ,
mazhar chamber fazal e haq rd Islamabad ,33.7185255,73.07457579999999,"Fazal Plaza, Plot 50, AKM Fazal-ul-Haq Rd, Block E, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Bombay baryani ,
yousaf plaza blue area Islamabad ,33.720848,73.0779735,"Block D G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",nayla cloth house ,
plot # 17 I&T Center Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",kiani motors ,2
plot # 10 I&T CENTER Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Madina Wood Works ,3
plot # 9 i&t center Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Sadaqat Traders ,1
"34, I&T center Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",sangam interprises ,2
86 I&T center Islamabad ,32.4944991,74.5228916,"Sialkot, Punjab, Pakistan",sailkot steel works ,
87 I&T center Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",sidique light house ,
63-64 I&T center ,41.541125,-81.571412,"15735 Euclid Ave, Cleveland, OH 44112, USA",ply wood house ,2
83 I&t center G-8/4 ,31.1504688,72.6811507,"Gojra, Toba Tek Singh District, Punjab, Pakistan",gojra steel works ,2
sajad plaza F-10 markaz Islamabad ,33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",the mall ,2
83 I&t center G-8/4 ,31.45036619999999,73.13496049999999,"Faisalabad, Punjab, Pakistan",faisal abad steel works ,2
"#, 6 I&T center G-9/4 Islamabad ",33.6839995,73.04105410000001,"Street 55, G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",alhussain steel works ,3
G-10 markaz Islamabad ,33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Faiz co ,4
farooq plaza F-10 markaz ,33.6935391,73.0139385,"F-10 Markaz F 10/4 F-10, Islamabad, Islamabad Capital Territory, Pakistan",karachi resturant ,4
adnan plaza G-10 markaz Islamabad ,33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",alfateh steel works ,2
plot # G-9/4 Islamabad ,33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",the steel house ,2
al farooq plaza markaz G-10 Islamabad ,33.676049,73.0139616,"G-10, Islamabad, Islamabad Capital Territory, Pakistan",ghusia steel works ,2
al farooq plaza markaz G-10 Islamabad ,33.6777377,73.0169059,"Office # 5, 6, Al Farooq Plaza, G-10 Markaz, Sawan Road، Sawan Rd, G 10 Markaz G-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",arif wood machine ,2
plot # 90 . G-8/1 Islamabad ,33.6907445,73.0508582,"G-8/1 G 8/1 G-8, Islamabad, Islamabad Capital Territory, Pakistan",M/S Qamar pipe store ,2
plot # 31. G-8/4 Islamabad ,33.6988515,73.0586473,"Street Number 31, G-8/4 G 8/4 G-8, Islamabad, Islamabad Capital Territory, Pakistan",fine wheel & alignment ,2
blue area jinnah avenue Islamabad ,33.7179089,73.0716076,"Jinnah Ave, Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",copper cottd ,8
plot # 103 blue area Islamabad ,33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",TNT exploor ,15
vip plaza mustafa mansion F-10 markaz Islamabad ,33.6943859,73.0136172,"Sumbal Road, 1 R Plaza, Mustafa Mansion، F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",orient resturant ,10
shop # 24 block # 20 faraz plaza G-9 markaz Islamabad ,33.6885951,73.033337,"Faraz Plaza, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Farrukh traders ,1
C.D.A Bazar # 6 sector G-9/2 Islamabad ,33.6894014,73.0316727,"G-9, Islamabad, Islamabad Capital Territory, Pakistan",AL Rashid interprises ,2
shop # 1 shahbas plaza I-10/1 Islamabad ,33.6425148,73.0361003,"Sector I-10/1 I 10/1 I-10, Islamabad, Islamabad Capital Territory, Pakistan",world dairy shop ,2
shop # 14 G-10/ markaz Islamabad ,33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",faisal steel works ,3
"shop #, 10 farooq plaza G-10.markaz Islamabad ",33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",steel craft ,3
"shop # 7 13f , jinnah super Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",laraib ,1
shop # 13 F jinnah super Islamabad ,33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",Gashe ,1
"athal, bharakaho ",40.0634207,-75.1531244,"7152 Ogontz Ave, Philadelphia, PA 19138, USA",Railish resturant ,5
bhatti market G-10/3 Islamabad ,40.0634207,-75.1531244,"7152 Ogontz Ave, Philadelphia, PA 19138, USA",Railish resturant ,3
F-7/1 nazim ud din road Islamabad ,33.7138569,73.0597317,"Nazim-ud-din Rd, Islamabad, Islamabad Capital Territory, Pakistan",ihrar & co,5
I&Tcenter G-9/4 Islamabad ,33.6858815,73.0452001,"Nishtar Market, St 55, G-9-4, G-9, G 9/4 G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",bata shoes ,2
shop # 3/4 F-10 markaz Islamabad ,33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",islamabad color centre ,2
kashmir plaza blue area Islamabad ,33.7234548,73.0839927,"Huma Plaza, AK Fazal-ul-Haq Rd, Block B, Blue Area, Islamabad, ICT, Pakistan",silver reed international pvt ltd ,16
blue area fazal haq rd Islamabad ,33.7185255,73.07457579999999,"Fazal Plaza, Plot 50, AKM Fazal-ul-Haq Rd, Block E, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",blue star resturant ,5
15 school rd F-7/1 Islamabad ,33.7194306,73.0562459,"Bhittai Rd, F-7, Islamabad, Islamabad Capital Territory, Pakistan",Mezzo resturant ,15
malik complex blue area Islamabad ,33.7157002,73.0682235,"Malik Complex, Shop 1-4, Basement, Plot 80, Jinnah Ave, Block F, Blue Area, G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Flash technology ,
abpar market Islamabad ,33.707011,73.0877455,"699 Khayaban-e-Suhrwardy, Barakahu G 6/1 G-6, Islamabad, Islamabad Capital Territory, Pakistan",Friends baryani ,
G-10/1 I&T centre ,33.6717693,73.01248559999999,"G-10/1 G 10/1 G-10, Islamabad, Islamabad Capital Territory, Pakistan",Alaqsa cement ,1
haroons ii jinnah avinnue blue area ,33.720279,73.07758799999999,"snc Centre, Office 3-B, AKM Fazal-ul-Haq Rd, Block D, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",haroons ii ,2
yaseen plaza blue area ,33.71436,73.06582,"Jinnah Ave, Block G, Blue Area, Islamabad, ICT, Pakistan",city electronics ,4
riaz arcade jinnah super market ,33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",farhan botique ,2
26-d kashmir plaza jinnah avenue islamabad ,33.724287,73.0845817,"26-D, Kashmir Plaza, 3rd Floor,, Block B,, Jinnah Ave, Islamabad, 44000, Pakistan",engineering equipment pvt ltd ,6
riaz arcade jinnah super market ,33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",haritage ,2
malik complex 1st floor flat # 380 west blue area Islamabad ,33.7163155,73.0698577,"Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",tapel energy ltd ,2
flat #4 malik complex blue area Islamabad ,33.7163155,73.0698577,"Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Rizwan textile mills ltd ,2
1st floor rashid plaza khayabane Quaid e Azam blue area Islamabad ,33.7240317,73.0840734,"24D Rashid plaza 1st Floor، Jinnah Avenue، G 6/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",hitech business machinic pvt ltd ,1
shop # 3 Riaz arcade jinnah super Islamabad ,33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",shopes ,2
margala plaza F-10 markaz ,33.6952249,73.012299,"Chaudhry Plaza, Sumbal Rd, F-10 Markaz, F-10, F 10/3 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",danish tailors ,11
kashmir plaza blue area Islamabad ,33.7234548,73.0839927,"Huma Plaza, AK Fazal-ul-Haq Rd, Block B, Blue Area, Islamabad, ICT, Pakistan",crecent petrolium co ,
Mansoor Plaza F-10 Markaz Islamabad ,24.8607343,67.0011364,"Karachi, Karachi City, Sindh, Pakistan",new karachi Car Aircondition ,3
Mansoor Plaza F-10 Markaz Islamabad ,33.6928724,73.0147276,"Mansoor Plaza, F-10 Markaz, F-10, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Cool Care ,2
G-7/1 I&T CENTER  Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Awais Poshish ,4
"103, Golden Plaza Blue Area Islamabad ",33.7099358,73.0572799,"Golden Plaza, 103 A.K. Fazl-ul-Haq Rd, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Khan Resturant ,4
"Shop # 78 , Setti Mansion F-10 Markaz ",33.6951406,73.0136553,"9 Salma Plaza Main Double Road F-10 Markaz, Islamabad, F 10/3 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Abloon Carpets ,3
"7E, Ihrar Plaza F-10 Markaz ",33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",Back Wall ,2
Malik Plaza F-10 Markaz Islamabad ,33.6928724,73.0147276,"Mansoor Plaza, F-10 Markaz, F-10, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Sunny Auto Mobile ,4
F-10 Markaz Islamabad ,33.69481,73.01290999999999,"Irfan Massion, Sumbal Rd E, F-10 Markaz, F-10, Islamabad, ICT, Pakistan",Lucky Steel ,1
"H.# 1 , St # 37, G-6/2 Islamabad ",33.7154021,73.0799778,"Plot 37, G-6/2 G 6/2 G-6, Islamabad, Islamabad Capital Territory, Pakistan",Whit Style ,1
"156, I&T Centre G-9/1 Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Sheikha Motors ,4
8 Shahid Plaza Blue Area ,33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Umar Travels ,7
Shahid Plaza Blue Area ,33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Aviation Services ,3
Shahid Plaza Blue Area ,33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",M/s Traveline,6
Blue Area Islamabad Nazim Ud Din Rd,33.719563,73.076538,"Office # 6-B, Potohar Plaza, AK Fazal-ul-Haq Rd, Block D, Blue Area, Islamabad, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",S.N. Travel & Tourism ,9
F-10 Markaz Islamabad ,33.7079989,73.0497795,"Jinnah Avenue Shop # 308 3rd Floor Centaurus Mall, F 8/4 F-8, Islamabad, Islamabad Capital Territory, Pakistan",Dawat Resturant ,11
G-D Arcade Blue Area Islamabad ,33.7128408,73.0635401,"AK Fazal-ul-Haq Rd, Block H, Blue Area, Islamabad, ICT, Pakistan",Syed Computers,3
G-D Arcade Blue Area Islamabad ,33.7128408,73.0635401,"AK Fazal-ul-Haq Rd, Block H, Blue Area, Islamabad, ICT, Pakistan",Future Computers ,3
Malik Plaza F-10 Markaz Islamabad ,33.693276,73.013761,"#3,1st floor, Rajan Plaza, F-10 Markaz, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Haq Bahu Tailors ,3
I.B Blue Area Islamabad Nazim Ud Din Rd ,33.7188946,73.0696978,"Nazim-ud-din Rd, Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Resturant Korena ,9
Irfan Plaza F-10/ Markaz Islamabad ,33.6926852,73.0143792,"Irfan Plaza, F-10 Markaz, F-10, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Kashmir Autos ,4
Shop # 2. Irfan Plaza F-10/ Markaz ,33.6929764,73.0140077,"N#212 Street 54, F-10 Markaz F 10/4 F-10, Islamabad, Islamabad Capital Territory, Pakistan",Salman Car Care ,4
Irfan Plaza F-10/ Markaz Islamabad ,33.6926852,73.0143792,"Irfan Plaza, F-10 Markaz, F-10, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Suleman Car Care ,3
Irfan Plaza F-10/ Markaz Islamabad ,33.6926852,73.0143792,"Irfan Plaza, F-10 Markaz, F-10, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Toyota Auto Workshop,3
